,Region,Census year,Mean rent per person,Cost of living proportion (Youth Allowance),Cost of living proportion (Newstart)
463,Keysborough,2011,91.8189448441247,0.8619216094133021,0.7128892435327612
464,Keysborough,2016,111.8804979253112,0.9298268127138263,0.7856068658459554
466,Kilsyth,2011,94.95728155339806,0.8753247130189965,0.7239748553634688
467,Kilsyth,2016,110.8706896551724,0.9259449503341434,0.782327096219989
469,Kinglake,2011,67.0126582278481,0.7559797489978565,0.6252654829666129
470,Kinglake,2016,94.88888888888889,0.8645083856032018,0.7304195942995515
472,Kings Park (Vic.),2011,77.91282051282052,0.8025317980474932,0.6637683522176634
473,Kings Park (Vic.),2016,90.69125993189556,0.8483720373340595,0.7167860597352806
475,Kingsbury,2011,128.39294117647057,1.0181206114732888,0.842080329129179
476,Kingsbury,2016,143.90328820116054,1.0529274730473044,0.8896141095883613
478,Knoxfield - Scoresby,2011,97.81266846361186,0.8875194040726536,0.7340609977520729
479,Knoxfield - Scoresby,2016,114.01525940996947,0.9380331728139985,0.7925403858844701
481,Koo Wee Rup,2011,71.91048593350384,0.7768972279884853,0.6425661813263999
482,Koo Wee Rup,2016,85.63592233009709,0.8289385216525923,0.7003667619282766
484,Lalor,2011,92.53576864535768,0.8649829965635604,0.7154212951089992
485,Lalor,2016,106.27652173913044,0.9082842437162644,0.7674056375300609
487,Langwarrin,2011,96.8323886639676,0.8833328578431245,0.7305983350899597
488,Langwarrin,2016,110.093470790378,0.9229571983407769,0.7798027567974861
490,Laverton,2011,91.14374034003092,0.8590379685672899,0.7105042046627725
491,Laverton,2016,103.27716390423574,0.8967542387769264,0.7576639835793165
493,Lilydale - Coldstream,2011,97.19906542056074,0.884898848689134,0.7318935550002145
494,Lilydale - Coldstream,2016,119.65981148243358,0.9597317219229768,0.8108734011576654
496,Lynbrook - Lyndhurst,2011,101.1244131455399,0.9016630926565872,0.745759142160155
497,Lynbrook - Lyndhurst,2016,111.3846153846154,0.9279205619567357,0.7839962823885654
499,Lysterfield,2011,94.4855072463768,0.8733098750646031,0.7223083971966683
500,Lysterfield,2016,96.0,0.8687796720933362,0.7340283867615057
502,Macedon,2011,87.11320754716981,0.8418245037248336,0.6962670701065693
503,Macedon,2016,109.24242424242424,0.9196856410803016,0.7770386314671612
505,Malvern - Glen Iris,2011,173.96471564964716,1.212747023914786,1.0030544530188876
506,Malvern - Glen Iris,2016,201.23773006134965,1.273330117290444,1.0758314010242285
508,Malvern East,2011,160.30524252817244,1.154410602298409,0.9548048128865152
509,Malvern East,2016,189.20922288642188,1.2270906371169659,1.0367638536049302
511,Maribyrnong,2011,138.84450651769086,1.062756807677518,0.8789986100942806
512,Maribyrnong,2016,166.16188149053147,1.138493018972962,0.9619080888971109
514,Meadow Heights,2011,80.92127460168697,0.8153802032956949,0.6743951769752277
515,Meadow Heights,2016,95.0625528317836,0.8651759772110005,0.73098363971478
517,Melbourne,2011,263.04357049608353,1.59318202219126,1.3177095390183098
518,Melbourne,2016,278.23004568664345,1.5693007311074767,1.3258957604554986
520,Melbourne Airport,2011,0.0,0.4697843262865684,0.38855528081949836
521,Melbourne Airport,2016,0.0,0.49974051934572433,0.42222871804865375
523,Melton,2011,75.67681347150258,0.7929823338522425,0.6558700581826301
524,Melton,2016,83.57439024390244,0.8210136669187247,0.6936710846208141
526,Melton South,2011,77.62833827893175,0.8013168408239665,0.6627634697242378
527,Melton South,2016,89.90922259777885,0.8453657623840655,0.7142460703425862
529,Melton West,2011,78.20668058455114,0.8037868058276794,0.6648063602421445
530,Melton West,2016,83.76846153846154,0.8217597076074405,0.694301411343212
532,Mentone,2011,140.51563636363636,1.069893813212199,0.8849015766995278
533,Mentone,2016,170.87864911276475,1.1566250182127154,0.9772277407930259
535,Mernda,2011,99.1945945945946,0.8934212880401221,0.7389424040783984
536,Mernda,2016,103.31449275362318,0.8968977367659993,0.7577852244425711
538,Mickleham - Yuroke,2011,57.0,0.713218022635063,0.589897562698693
539,Mickleham - Yuroke,2016,93.95,0.8608991485190381,0.7273701646692
541,Mill Park - North,2011,96.7403846153846,0.8829399300251317,0.7302733472814714
542,Mill Park - North,2016,104.25239005736138,0.9005031620403305,0.7608314334904069
544,Mill Park - South,2011,92.47058823529412,0.8647046262451169,0.7151910569950339
545,Mill Park - South,2016,99.6851851851852,0.8829461056189487,0.7459975484269876
547,Mitcham (Vic.),2011,116.92775974025976,0.9691554975027109,0.8015816310146936
548,Mitcham (Vic.),2016,143.30803289057556,1.0506392176776502,0.8876807719983616
550,Monbulk - Silvan,2011,78.10810810810811,0.8033658257873505,0.6644581706397319
551,Monbulk - Silvan,2016,99.22167487684727,0.881164298832711,0.7444921071708963
553,Montmorency - Briar Hill,2011,110.0969337289812,0.9399826339055357,0.777452962659771
554,Montmorency - Briar Hill,2016,128.69113149847095,0.9944495415782996,0.8402063447935008
556,Montrose,2011,84.58333333333334,0.8310200014235889,0.6873307429647945
557,Montrose,2016,103.76190476190476,0.8986176591458465,0.759238379817158
559,Moonee Ponds,2011,141.21099178774475,1.0728635139344214,0.8873577950821079
560,Moonee Ponds,2016,171.9663774403471,1.1608064175922004,0.9807605880033359
562,Moorabbin - Heatherton,2011,127.83508771929824,1.0157381495592495,0.8401098117954724
563,Moorabbin - Heatherton,2016,154.99867549668875,1.0955798931196832,0.9256509646194705
565,Moorabbin Airport,2011,0.0,0.4697843262865684,0.38855528081949836
566,Moorabbin Airport,2016,0.0,0.49974051934572433,0.42222871804865375
568,Mooroolbark,2011,92.65095986038396,0.8654749513576082,0.7158281874262945
569,Mooroolbark,2016,106.69326103795508,0.9098862553595445,0.7687591706062396
571,Mordialloc - Parkdale,2011,128.02363534046145,1.0165433924427139,0.8407758224671898
572,Mordialloc - Parkdale,2016,153.9406465288818,1.091512662766955,0.9222145783522746
574,Mornington,2011,98.91549975857076,0.892229339135472,0.7379565516021573
575,Mornington,2016,121.67175572519083,0.9674659531596704,0.8174080214530867
577,Mount Dandenong - Olinda,2011,94.84745762711864,0.8748556806624755,0.7235869220315034
578,Mount Dandenong - Olinda,2016,110.42033898305084,0.9242137312666533,0.7808643963202795
580,Mount Eliza,2011,122.1956043956044,0.9916532325244689,0.8201893479180656
581,Mount Eliza,2016,147.77062374245477,1.0677941212926163,0.9021748798027047
583,Mount Evelyn,2011,88.79322033898305,0.8489994462480591,0.7022014141256907
584,Mount Evelyn,2016,93.1725663716814,0.8579105709407862,0.7248451277134087
586,Mount Martha,2011,109.8005657708628,0.9387169155279215,0.776406095976202
587,Mount Martha,2016,130.9090909090909,1.002975727637922,0.84741008447527
589,Mount Waverley - North,2011,122.07902735562313,0.9911553591954863,0.8197775604225471
590,Mount Waverley - North,2016,139.05389221556885,1.0342856294445917,0.87386369227831
592,Mount Waverley - South,2011,118.32191780821918,0.9751096212181045,0.8065062444656276
593,Mount Waverley - South,2016,142.61209439528022,1.0479639202540227,0.8854204241621366
595,Mulgrave,2011,101.22076707202991,0.9020745977878706,0.7460994951325676
596,Mulgrave,2016,118.92857142857144,0.956920719736181,0.8084983969228343
598,Murrumbeena,2011,158.72425249169436,1.1476585628515668,0.9492202489992735
599,Murrumbeena,2016,188.2075176194205,1.2232399239603302,1.033510401829941
601,Narre Warren - North East,2011,89.02275960170698,0.8499797548652871,0.7030122204228434
602,Narre Warren - North East,2016,101.16205533596838,0.8886234275893993,0.7507942945076761
604,Narre Warren - South West,2011,91.15340364333652,0.8590792382803182,0.7105383385494047
605,Narre Warren - South West,2016,103.66928515318146,0.8982616147507313,0.7589375593659472
607,Narre Warren North,2011,96.0,0.8797779201366646,0.7276580713528787
608,Narre Warren North,2016,106.04411764705884,0.9073908457034188,0.7666508092080251
610,Narre Warren South (East),2011,96.13868613138686,0.880370216234836,0.7281479552503951
611,Narre Warren South (East),2016,110.57055214723924,0.9247911743796078,0.781352275641428
613,Narre Warren South (West),2011,92.65449438202248,0.8654900464745782,0.7158406724903654
614,Narre Warren South (West),2016,99.90159901599016,0.8837780345435645,0.746700441768132
616,Newport,2011,127.89270895080024,1.015984236390349,0.840313348466267
617,Newport,2016,151.14978213507624,1.0807841395240019,0.9131500930042425
619,Niddrie - Essendon West,2011,116.20092378752886,0.9660513507902151,0.7990142133081203
620,Niddrie - Essendon West,2016,138.08435852372585,1.0305585889008626,0.8707147309874497
622,Noble Park - East,2011,106.587734241908,0.9249956619342643,0.765057344549304
623,Noble Park - East,2016,122.96879718168093,0.9724519852448957,0.821620699541008
625,Noble Park - West,2011,99.35403726708074,0.8941022304808061,0.7395056067364207
626,Noble Park - West,2016,114.81841046277664,0.9411206122312517,0.7951489508031331
628,Noble Park North,2011,84.97916666666667,0.8327105132037869,0.6887289532556223
629,Noble Park North,2016,101.86865671641792,0.8913397148266012,0.7530892744695116
631,North Melbourne,2011,172.33189538959286,1.2057736296800892,0.9972868081582228
632,North Melbourne,2016,210.6841203351104,1.30964353253161,1.106512456835592
634,Northcote,2011,157.9605060166615,1.144396779913139,0.9465224514894436
635,Northcote,2016,190.67602836879436,1.2327292689134273,1.0415279105160753
637,Nunawading,2011,108.66599799398192,0.9338714413580266,0.7723984386929774
638,Nunawading,2016,127.3095652173913,0.989138582725859,0.8357191374107354
640,Oakleigh - Huntingdale,2011,124.18936381709742,1.0001681136754106,0.8272319456626541
641,Oakleigh - Huntingdale,2016,145.80160857908845,1.0602249162130757,0.8957796894315777
643,Ormond - Glen Huntly,2011,160.01271617497454,1.1531612905187896,0.9537715159836614
644,Ormond - Glen Huntly,2016,184.30553116769096,1.2082400721459663,1.0208370884656566
646,Pakenham - North,2011,91.50989010989012,0.8606017087759561,0.7117975630868602
647,Pakenham - North,2016,98.07401887729756,0.8767525280231325,0.7407646200828139
649,Pakenham - South,2011,89.06360235168358,0.8501541847178458,0.7031564901154489
650,Pakenham - South,2016,97.56101304681503,0.8747804526373424,0.7390984216662284
652,Panton Hill - St Andrews,2011,71.875,0.7767456758488148,0.6424408336276933
653,Panton Hill - St Andrews,2016,85.0,0.8264939358410056,0.6983013413881581
655,Parkville,2011,181.44471744471747,1.244692365768599,1.0294762184553778
656,Parkville,2016,206.20615911035077,1.2924295427772148,1.0919684273940393
658,Pascoe Vale,2011,122.14669926650365,0.9914443701324093,0.8200165993165087
659,Pascoe Vale,2016,141.9888101454681,1.0455679172178605,0.8833960510099975
661,Pascoe Vale South,2011,116.7504105090312,0.9683980803289823,0.8009551766479378
662,Pascoe Vale South,2016,138.10909090909092,1.0306536640939932,0.870795059628734
664,Pearcedale - Tooradin,2011,87.1863799283154,0.8421370058864633,0.696525538425699
665,Pearcedale - Tooradin,2016,97.21428571428572,0.8734475780432688,0.7379722813806415
667,Plenty - Yarrambat,2011,105.7605633802817,0.9214630082437826,0.762135511763623
668,Plenty - Yarrambat,2016,120.73743016759776,0.9638742582412893,0.8143734131267589
670,Point Cook - East,2011,115.88862559241706,0.9647175980884777,0.7979110759181103
671,Point Cook - East,2016,109.32372322899504,0.9199981672170029,0.7773026835200723
673,Point Cook - North,2011,100.13998660415272,0.8974588366609129,0.7422818318762018
674,Point Cook - North,2016,106.57636566332218,0.9094368910885586,0.7683795045741082
676,Point Cook - South,2011,96.92814371257484,0.8837418053067471,0.7309365726336094
677,Point Cook - South,2016,104.42787682333874,0.9011777608677755,0.7614013992768156
679,Point Nepean,2011,87.64150943396227,0.8440807577790401,0.6981332018154794
680,Point Nepean,2016,104.82223962411902,0.9026937537206413,0.7626822554292736
682,Port Melbourne,2011,217.3899692937564,1.398206146887706,1.1564463768765678
683,Port Melbourne,2016,237.70110584518167,1.413501089223602,1.1942612811237185
685,Port Melbourne Industrial,2011,0.0,0.4697843262865684,0.38855528081949836
686,Port Melbourne Industrial,2016,0.0,0.49974051934572433,0.42222871804865375
688,Prahran - Windsor,2011,197.529030765672,1.3133847139255692,1.0862911719027624
689,Prahran - Windsor,2016,229.60548648115252,1.3823802505666387,1.1679674120015349
691,Preston - East,2011,122.46048252911814,0.9927844652108397,0.8211249824412509
692,Preston - East,2016,148.17014925373132,1.069329960419518,0.9034725039908127
694,Preston - West,2011,123.71666666666668,0.9981493344722046,0.8255622277169434
695,Preston - West,2016,149.2173010380623,1.0733553771620976,0.9068735621100467
697,Research - North Warrandyte,2011,109.6938775510204,0.9382612750417272,0.7760292389651021
698,Research - North Warrandyte,2016,121.5609756097561,0.9670400969102816,0.8170482172521228
700,Reservoir - East,2011,106.09331651954602,0.9228841192378647,0.7633109025769905
701,Reservoir - East,2016,125.3659281894576,0.9816669352046345,0.8294063730210712
703,Reservoir - West,2011,111.32033898305085,0.945207512206068,0.78177442240569
704,Reservoir - West,2016,131.21990915972748,1.0041705620532704,0.8484195951792117
706,Richmond (Vic.),2011,178.54958819492106,1.2323279444583433,1.0192496933766197
707,Richmond (Vic.),2016,214.18326920336327,1.3230948130907538,1.1178773886886981
709,Riddells Creek,2011,83.15384615384615,0.8249149953185827,0.6822813357606715
710,Riddells Creek,2016,108.97345132743364,0.9186516667400912,0.7761650307818819
712,Ringwood,2011,113.88636363636364,0.9561664045968978,0.7908384444943963
713,Ringwood,2016,127.70085836909873,0.990642775363172,0.8369900236094019
715,Ringwood East,2011,105.99932523616734,0.922482704403875,0.7629788952178288
716,Ringwood East,2016,118.10692951015533,0.9537621985129081,0.8058297752773892
718,Ringwood North,2011,102.5264797507788,0.9076509918888696,0.7507116911013026
719,Ringwood North,2016,111.6,0.9287485344148231,0.7846958329273442
721,Rockbank - Mount Cottrell,2011,121.025,0.9866538543668588,0.8160543977393147
722,Rockbank - Mount Cottrell,2016,131.57037037037037,1.0055177902641719,0.8495578627768696
724,Romsey,2011,71.74750830564784,0.7762011885784661,0.6419904920722282
725,Romsey,2016,92.38636363636364,0.8548882835311036,0.7222916094591043
727,Rosebud - McCrae,2011,85.15417106652586,0.8334579161500143,0.6893471249259125
728,Rosebud - McCrae,2016,102.47243346007603,0.8936607279300212,0.7550502889346067
730,Rowville - Central,2011,97.54328358208954,0.8863689241174014,0.7331094439494508
731,Rowville - Central,2016,118.04848484848485,0.9535375280084759,0.805639952088359
733,Rowville - North,2011,94.5441176470588,0.873560186406401,0.7225154279302677
734,Rowville - North,2016,107.84732824427482,0.914322671859899,0.7725074807375193
736,Rowville - South,2011,107.03187250996017,0.9268924728164005,0.7666261833626287
737,Rowville - South,2016,114.85714285714286,0.94126950566876,0.7952747502586731
739,Roxburgh Park - Somerton,2011,92.61235216819972,0.865310066915224,0.7156918126746722
740,Roxburgh Park - Somerton,2016,101.24474187380495,0.888941287692179,0.7510628532066809
742,Sandringham - Black Rock,2011,170.9580291970803,1.199906167828658,0.9924338721196759
743,Sandringham - Black Rock,2016,196.039230199852,1.2533462632858017,1.0589471246219495
745,Seabrook,2011,93.26717557251908,0.8681066648409954,0.7180048589633312
746,Seabrook,2016,100.60727272727271,0.8864907556740643,0.7489924087410202
748,Seaford (Vic.),2011,98.93625498007968,0.892317979842322,0.7380298657014471
749,Seaford (Vic.),2016,113.51769268056228,0.9361204477696669,0.7909243323283065
751,Seddon - Kingsville,2011,128.33748960931007,1.0178837907721976,0.841884456408725
752,Seddon - Kingsville,2016,156.42960812772134,1.1010806240133828,0.9302985096226618
754,Skye - Sandhurst,2011,105.9578313253012,0.9223054935951364,0.7628323254161115
755,Skye - Sandhurst,2016,115.51546391752576,0.943800195735006,0.7974129199309032
757,Somerville,2011,88.82556879739978,0.8491375989639112,0.7023156792560925
758,Somerville,2016,106.75642343268242,0.9101290615744996,0.7689643165828135
760,South Melbourne,2011,184.53178654292344,1.2578765173731516,1.0403807366404925
761,South Melbourne,2016,217.78070809248555,1.3369239360043268,1.1295615579995635
763,South Morang (North),2011,101.68020304568527,0.9040367416001934,0.747722370348588
764,South Morang (North),2016,103.5321252059308,0.8977343502640199,0.758492075760599
766,South Morang (South),2011,100.1463768115942,0.8974861277454375,0.7423044041384464
767,South Morang (South),2016,107.1870882740448,0.9117846052013179,0.7703630786126371
769,South Yarra - East,2011,205.53328628557983,1.3475690210787095,1.1145647696417513
770,South Yarra - East,2016,246.27274150618445,1.4464518096610777,1.2221012098677595
772,South Yarra - West,2011,229.49277456647405,1.4498944034442625,1.1991973668896998
773,South Yarra - West,2016,252.93276108726755,1.4720539761557174,1.2437323754823721
775,Southbank,2011,270.8938379102478,1.6267086820851924,1.3454392013784802
776,Southbank,2016,285.90946261682245,1.5988216219148614,1.3508378401923495
778,Springvale,2011,98.54411764705884,0.8906432528168219,0.7366447108691587
779,Springvale,2016,117.37971274685816,0.9509666624900847,0.8034678383411549
781,Springvale South,2011,91.01242236024844,0.8584771401249132,0.7100403474399449
782,Springvale South,2016,105.9808773903262,0.9071477401746255,0.7664454103424152
784,St Albans - North,2011,87.89789964994166,0.8451757405506798,0.6990388542915636
785,St Albans - North,2016,101.87992667277726,0.8913830383177092,0.7531258783097121
787,St Albans - South,2011,86.4380664652568,0.8389411337401528,0.6938822552640649
788,St Albans - South,2016,97.6450980392157,0.8751036886201999,0.7393715224242935
790,St Kilda,2011,209.5282221551464,1.3646304597700039,1.1286761644477088
791,St Kilda,2016,236.06388173063883,1.4072073413060098,1.1889437192849357
793,St Kilda East,2011,177.05917008196718,1.225962716557622,1.0139850585728265
794,St Kilda East,2016,199.8094997473472,1.267839774529945,1.0711926329122323
796,Strathmore,2011,113.8,0.9557975656630365,0.7905333804309431
797,Strathmore,2016,140.359375,1.039304111326811,0.8781037870668096
799,Sunbury,2011,78.10408163265306,0.8033486296504507,0.6644439478369941
800,Sunbury,2016,93.1747572815534,0.8579189931441499,0.7248522435985365
802,Sunbury - South,2011,90.33096506808762,0.855566795080451,0.7076332217170173
803,Sunbury - South,2016,104.38601398601398,0.9010168335134219,0.7612654324142193
805,Sunshine,2011,100.79651795429815,0.9002627288246772,0.744600911177316
806,Sunshine,2016,117.01537147736975,0.9495660771421368,0.8022844895169371
808,Sunshine North,2011,89.68995633187772,0.8528291963778677,0.7053689732669648
809,Sunshine North,2016,102.38529088913282,0.8933257381326343,0.754767257426785
811,Sunshine West,2011,86.60341726618705,0.8396473084184798,0.6944663273266939
812,Sunshine West,2016,101.09157266091572,0.8883524810614324,0.7505653728958905
814,Surrey Hills (East) - Mont Albert,2011,151.2799442896936,1.1158656600029622,0.92292456478168
815,Surrey Hills (East) - Mont Albert,2016,173.2986536107711,1.1659278974792746,0.9850877053842968
817,Surrey Hills (West) - Canterbury,2011,156.91919191919192,1.139949570442844,0.9428441961115928
818,Surrey Hills (West) - Canterbury,2016,179.44454887218046,1.1895536889391296,1.005049039826498
820,Sydenham,2011,101.890440386681,0.9049346162147385,0.7484649960674001
821,Sydenham,2016,112.56701030927836,0.9324658746776804,0.7878365984906245
823,Tarneit,2011,86.13674732695554,0.8376542700275701,0.6928178994240747
824,Tarneit,2016,95.70961820851689,0.8676633986526876,0.733085251903332
826,Taylors Hill,2011,92.6279069767442,0.8653764978720658,0.7157467572474185
827,Taylors Hill,2016,108.19089574155656,0.9156433995485289,0.773623358152446
829,Taylors Lakes,2011,98.02552204176334,0.888428452025468,0.7348128648596373
830,Taylors Lakes,2016,106.27931769722814,0.9082949918205091,0.7674147185593171
832,Templestowe,2011,129.64492753623188,1.0234675530054747,0.8465027465073538
833,Templestowe,2016,145.40625,1.0587050954312185,0.8944955990775927
835,Templestowe Lower,2011,117.8206429780034,0.9729687934144924,0.8047355809890617
836,Templestowe Lower,2016,136.04172876304025,1.022706397689816,0.8640804467928166
838,The Basin,2011,82.26760563380282,0.8211300689037062,0.6791508499957711
839,The Basin,2016,93.88571428571429,0.8606520240863947,0.7271613702481871
841,Thomastown,2011,94.35672082717876,0.872759858326623,0.7218534822577843
842,Thomastown,2016,110.4854988399072,0.9244642160413139,0.7810760298805002
844,Thornbury,2011,149.74442846872753,1.1093078303170083,0.9175006304087866
845,Thornbury,2016,174.51063829787236,1.1705869579175134,0.9890241264668301
847,Toorak,2011,203.86424581005588,1.3404409387574456,1.1086691833629667
848,Toorak,2016,224.4607122668174,1.3626029264298052,1.1512576318387002
850,Truganina,2011,87.58226600985222,0.8438277429419271,0.6979239350400996
851,Truganina,2016,98.76237623762376,0.8793986823673238,0.7430003450505822
853,Tullamarine,2011,109.65840220385677,0.9381097681138448,0.7759039286607445
854,Tullamarine,2016,122.52870813397128,0.9707602134813512,0.8201913285068411
856,Upwey - Tecoma,2011,86.01928374655648,0.8371526104913793,0.6924029803834563
857,Upwey - Tecoma,2016,107.6831955922865,0.9136917200387741,0.7719743921279889
859,Vermont,2011,106.03130755064456,0.9226192934044183,0.7630918670104011
860,Vermont,2016,121.09183673469389,0.9652366530251365,0.8155244948997821
862,Vermont South,2011,106.82749326145552,0.9260196167476212,0.7659042503053886
863,Vermont South,2016,123.07004830917872,0.9728412105605887,0.8219495544161185
865,Viewbank - Yallambie,2011,99.02329594478,0.8926897114874225,0.7383373223058283
866,Viewbank - Yallambie,2016,117.9402390438247,0.9531214140497231,0.8052883791088529
868,Wallan,2011,93.31346578366448,0.8683043595287827,0.7181683708359747
869,Wallan,2016,93.85019206145968,0.8605154710494923,0.7270459971465772
871,Wandin - Seville,2011,81.38766519823788,0.8173720486792136,0.6760426181499041
872,Wandin - Seville,2016,92.90954773869346,0.8568994858004246,0.7239908660193363
874,Wantirna,2011,104.07142857142856,0.9142491077148347,0.7561689458545692
875,Wantirna,2016,115.42533936651584,0.9434537427355637,0.7971202032106137
877,Wantirna South,2011,95.43707713125846,0.8773738079490004,0.7256696472315735
878,Wantirna South,2016,117.95523906408953,0.9531790764952411,0.8053370978729077
880,Warrandyte - Wonga Park,2011,115.3154761904762,0.9622698107643656,0.7958865284015407
881,Warrandyte - Wonga Park,2016,116.24022346368714,0.9465862858273094,0.7997668760391281
883,Watsonia,2011,94.3492586490939,0.8727279891056753,0.721827123451409
884,Watsonia,2016,114.04093567251462,0.9381318764199921,0.7926237801569217
886,Wattle Glen - Diamond Creek,2011,100.93409742120345,0.9008502986171404,0.7450868859809375
887,Wattle Glen - Diamond Creek,2016,111.65608465608466,0.9289641326852776,0.7848779910230429
889,Werribee - East,2011,80.47762747138398,0.8134854899482553,0.6728280730179582
890,Werribee - East,2016,92.50689972401103,0.8553516432775714,0.7226831002111502
892,Werribee - South,2011,88.62627291242362,0.8482864527543182,0.7016117022692462
893,Werribee - South,2016,101.76778413736712,0.8909519447108891,0.7527616490869049
895,Werribee - West,2011,81.30428954423593,0.8170159707206317,0.675748108598502
896,Werribee - West,2016,94.28587443946188,0.8621903028791277,0.7284610556999639
898,West Footscray - Tottenham,2011,115.42877192982452,0.9627536704241918,0.7962867252907965
899,West Footscray - Tottenham,2016,142.33810068649885,1.046910645189993,0.8845305163743507
901,West Melbourne,2011,0.0,0.4697843262865684,0.38855528081949836
902,West Melbourne,2016,0.0,0.49974051934572433,0.42222871804865375
904,Wheelers Hill,2011,108.43072289156628,0.9328666363082053,0.7715673715703507
905,Wheelers Hill,2016,123.64020486555698,0.9750329823574567,0.8238013734306311
907,Whittlesea,2011,83.1504424778761,0.8249004590129236,0.6822693128854683
908,Whittlesea,2016,93.32417582417582,0.8584933816063807,0.7253375420577993
910,Williamstown,2011,131.89801505817934,1.0330899639469542,0.8544613742782738
911,Williamstown,2016,155.06153846153848,1.0958215482789262,0.9258551380737877
913,Wollert,2011,88.0,0.8456117873158232,0.6993995054750971
914,Wollert,2016,107.76538461538462,0.9140076676163709,0.7722413349422996
916,Wyndham Vale,2011,83.28078078078077,0.8254571034840094,0.6827297095753472
917,Wyndham Vale,2016,88.75767030681227,0.8409390136152854,0.7105059284381183
919,Yarra - North,2011,162.61722080136406,1.1642845218935043,0.9629714616791383
920,Yarra - North,2016,196.7857695282289,1.2562160782986869,1.0613718195726685
922,Yarra Valley,2011,81.5420918367347,0.8180315688094585,0.67658810256706
923,Yarra Valley,2016,91.10106382978724,0.8499473882014617,0.7181170672311125
925,Yarraville,2011,131.20696202531644,1.0301386377335744,0.8520203533214992
926,Yarraville,2016,162.73461091753774,1.125318049926145,0.9507766115091031
